"","x01","y01","x02","y02","x03","y03","x04","y04","x05","y05","x06","y06","x07","y07","x08","y08","x09","y09","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","C_size","Species","Sex"
"ORTALB001",0.362897295679764,0.0465891407762186,0.00105390183066491,0.0632564255298618,-0.267879231805496,0.0762944116647938,-0.322898718235699,0.0626008727378141,-0.362235917511093,-0.00737985066206625,-0.304866392393704,-0.0358185113104152,-0.216054303632292,-0.0676376456108099,-0.130432884485189,-0.0848006454429066,-0.024203646725176,-0.102590651923103,0.237693262821432,-0.0676906002028557,0.380680841324062,0.0197584238376397,0.203455274925833,0.00331544145022534,0.220453307255829,0.00360560375344986,0.229259024758692,-0.0524700143439267,0.00184879555606419,0.0361385040498481,-0.0065024116404015,0.0274958570921687,-0.0365205715785634,0.0243635584961523,-0.0441619537495895,0.012464650130578,-0.00203349059962199,0.0148233778922269,0.0804478182044843,0.027681652085108,600.31087779583,"albistylum","Male"
"ORTALB002",0.358294982716798,0.0496629631692977,0.00844343157776666,0.0615288185162062,-0.248724706469869,0.0801432618644012,-0.31429533619634,0.067876803020193,-0.371452767206065,-0.00999330950181419,-0.315088423392308,-0.0422620212541946,-0.247157173225184,-0.070549384709127,-0.136827459567855,-0.0906681342720701,-0.0149174218848563,-0.108737807828323,0.23193614234696,-0.0637020022244363,0.368253377612328,0.0207801991714243,0.202258000269286,0.00362372380792876,0.221561341145308,0.00575072703331832,0.227910392936424,-0.0482849986182642,0.0106352275803511,0.0364338639437238,-0.000855473487984157,0.0266561613624736,-0.0278807862674094,0.0244440081005191,-0.0393510979887119,0.0127342551087368,0.0089020505684339,0.0170936452568866,0.0783556989329278,0.0274692280531203,517.914471703582,"albistylum","Female"
"ORTALB003",0.354894278686066,0.0497378078533749,0.00126823561686544,0.0585281269276928,-0.271577643411655,0.0728653136329937,-0.32809522120171,0.0608733202373168,-0.375745525687095,0.00012262674695177,-0.307278116088088,-0.0353849258851289,-0.217083030124184,-0.0621251228489055,-0.12381432854683,-0.078599327899585,-0.0159210986494431,-0.0999952848284688,0.240310878019907,-0.0687068749015358,0.371449830027117,0.0221357084472,0.198754386389113,0.00293394974484785,0.224234424136156,0.00239447456111274,0.230316918547163,-0.0528924922670559,0.00601131294563053,0.0333762860120387,0.00013185265131838,0.0255890979658839,-0.0318489870111468,0.0198916416395898,-0.0423803291754858,0.0102248868685004,0.00577119340960991,0.0116260709378393,0.0806009694666934,0.0274047170553365,597.934569999093,"albistylum","Male"
"ORTALB004",0.359297909239102,0.0504613892613162,0.00511617931712695,0.0581552911174401,-0.252782238422924,0.0749948707348303,-0.317557504233787,0.0605746707974692,-0.364782730774498,-0.00798956087229645,-0.316403305569022,-0.0385334271498374,-0.235247588509014,-0.0659646007898714,-0.142779377389527,-0.0819835886635795,-0.0271934896648277,-0.102005326471465,0.236071993202323,-0.0666586857730209,0.368363952386991,0.020316841696114,0.206334274075382,0.00699372783596029,0.22721042797541,0.00484237100925977,0.232268900585379,-0.0484180656546616,0.00745329788859676,0.0335742761010196,-0.000157249874410072,0.0266497942280025,-0.0327321369943581,0.021487047589324,-0.0399531672181692,0.0104669275268104,0.00715584944717006,0.0149424462300411,0.0803160045330551,0.0280936012471437,486.28834039076,"albistylum","Female"
"ORTALB005",0.346065524898135,0.04897610455881,0.0110149367988344,0.0626673792527552,-0.266617926239158,0.0786611630101117,-0.32757145930103,0.0663092135222875,-0.37680098283376,-0.00495517653847204,-0.322080316529788,-0.0370129828251188,-0.22562779430606,-0.0738957768236995,-0.133499937096338,-0.0897878486413589,-0.0117273815716908,-0.107583526889599,0.235244477037418,-0.0683582069267555,0.363116494906743,0.0230166450344193,0.196171195291027,0.00658188407314492,0.220348674088407,0.000734124325320716,0.22341028951414,-0.0519452535301083,0.0145826780007778,0.0369658927246392,0.00567697645597204,0.0297111886450334,-0.0193880428347866,0.0241084200653766,-0.0310899381399683,0.0115111945766253,0.0142035344619859,0.016733978443779,0.0845689973991397,0.0275615839428088,469.128127487577,"albistylum","Female"
"ORTALB006",0.345376538677736,0.044523192711769,0.00672911767659746,0.0508059961812014,-0.256749958549981,0.0808574559887822,-0.32062843259253,0.0706332829207317,-0.375907580610226,-0.00372197005342173,-0.314526697693503,-0.0409264600155016,-0.232890354948843,-0.0681802093551956,-0.142481017173072,-0.0873040073942199,-0.00354963603047409,-0.105379819409405,0.245452267095816,-0.0554650156734849,0.358805720074077,0.013077173554135,0.208240307935586,0.00913641692525703,0.228945591866863,0.00573090911923863,0.236542296303509,-0.0417705928284925,0.00660366362399198,0.0306251916088204,-0.0038106051062822,0.0222397340598443,-0.0302742114836889,0.019680704230484,-0.041211399809268,0.0145659665914554,0.00542506126870624,0.0169926531967675,0.0799093294749868,0.0238793976412355,603.459484969786,"albistylum","Male"
"ORTALB008",0.354514352711825,0.0538281639296595,0.00290378535220883,0.0649771159447773,-0.263930635308175,0.0867277640064042,-0.327992981257464,0.0709758864993331,-0.374937428139948,-0.000768761051830864,-0.315831911628868,-0.0439192344841682,-0.214737073337302,-0.0742403014303997,-0.124912203397134,-0.0927011841053811,0.000680193732520944,-0.115531612508482,0.24020182818237,-0.0729369395320353,0.362782238685203,0.0142683517342553,0.193539949412461,0.00463007300517913,0.217745611172482,0.00054994968232695,0.229216258550271,-0.0495138672820522,0.00689222813350704,0.0394123450235501,-0.00496457919733392,0.0281367364924177,-0.0340267061141962,0.0230788153527095,-0.0318924928287099,0.016078355863494,0.00980838568399773,0.0173469717647642,0.0749411795922833,0.029601371095478,273.420372320718,"albistylum","Male"
"ORTALB009",0.370739479621052,0.0555533140011295,-0.0138572380570865,0.0748167201661368,-0.269588078324529,0.0844316115219552,-0.321768152127012,0.0696697916305542,-0.348386571815115,-0.00274508636581134,-0.297722280154881,-0.0399877960137212,-0.2080225135723,-0.0742881200587168,-0.121468469444478,-0.0966341222704726,-0.0175752316401533,-0.121281149511112,0.239580985427003,-0.0842812269675687,0.392141930200764,0.0228672142191071,0.190445949947914,0.00495696127766798,0.216430684152854,0.00150211411617827,0.224572247786873,-0.0646580054454613,-0.00545632853182824,0.0411683249107518,-0.00879483386328565,0.0314424215001489,-0.0402277437025773,0.0295130537595658,-0.0457788501232463,0.0133098198622398,-0.000219704136302122,0.019450968973363,0.0649547183563328,0.0351931906940656,413.423148843893,"albistylum","Male"
"ORTALB011",0.356539316292111,0.0502849887434005,0.00869368133484026,0.0549539935181672,-0.249475436290421,0.0685834377162674,-0.31474348246697,0.0564755791245723,-0.376283064761005,-0.00656904684197352,-0.326214361347177,-0.0361142019146225,-0.214709736275439,-0.066314547231919,-0.150336593610608,-0.0780354430796523,-0.0444117981242104,-0.0955369576641498,0.242165729316819,-0.0640844301959187,0.366732061700667,0.0198964814090071,0.205099084637813,0.00653768336821527,0.229490161375219,0.00339329437492204,0.235391667170292,-0.0469662076793388,0.00940827722958506,0.0339100407613775,0.00227178642427022,0.0249983196877073,-0.0298096418257213,0.0214370357847496,-0.0335989423067342,0.00867588565195108,0.00676731368891834,0.0167176246410675,0.0770239778377494,0.0277564698261707,438.628259463523,"albistylum","Female"
"ORTALB012",0.363423881997715,0.0489634043116194,-0.00297090044956104,0.05920561057801,-0.276336954198418,0.0742236090187411,-0.329432712460005,0.0597749756656344,-0.368379507135519,-0.00698060358727115,-0.307660668749713,-0.0374416283599427,-0.217669728584872,-0.0618728246540279,-0.125429837008167,-0.0781905476898693,0.000231889905272167,-0.0967891274391222,0.231089235743556,-0.0724107541442497,0.373648164757839,0.0159122784904264,0.201029318138917,0.00438932650780787,0.222872502777561,-0.000617560243530273,0.224034190269234,-0.0543865292235865,0.00544464492603236,0.035388194280068,-0.00225627119503197,0.0296621999171948,-0.031999096706573,0.0225400767946733,-0.044262794901226,0.0123174555877521,0.00639840107762782,0.0167828349613208,0.0782262417953336,0.0295296092283509,1188.9061148804,"albistylum","Male"
