"","x01","y01","x02","y02","x03","y03","x04","y04","x05","y05","x06","y06","x07","y07","x08","y08","x09","y09","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","C_size","Species","Sex"
"ORTALB011",0.356513372296285,0.0508691929599864,0.00860355092255089,0.0549778153483015,-0.249627997581424,0.0681921754520685,-0.314887012131757,0.0559764560091944,-0.376329031024042,-0.00717813398680731,-0.326202724918638,-0.0366476636691313,-0.214634756758237,-0.0666723329754829,-0.150226999742298,-0.0782917859876501,-0.0442557503336397,-0.0956245090154161,0.242305939178982,-0.0637043276877834,0.366757955605819,0.0204920210466318,0.205118564953258,0.00686988603961364,0.22951895526329,0.00376456397618903,0.235502508294874,-0.0465942681480725,0.00935292888344965,0.033931199172712,0.00222969811839835,0.0250068249929694,-0.0298496590475833,0.0213925594845495,-0.0336196591721526,0.00862331251719714,0.00673978487865526,0.0167311127155285,0.0769903323142076,0.0278859017554026,438.628259463523,"albistylum","Female"
"ORTALB012",0.363315306447899,0.0495657963966134,-0.00306983934785605,0.059196293891166,-0.276442150751954,0.0737568559790044,-0.329508549580851,0.0592205641929679,-0.368340053258072,-0.00759433668971372,-0.307574367009557,-0.0379517272018225,-0.217549367991192,-0.0622304748223313,-0.125288991969908,-0.0783932079674655,0.000394826514978132,-0.0967809202217929,0.231192583410237,-0.0720206343440793,0.373594081412758,0.0165341310466844,0.201007098259217,0.00472394384955694,0.222856900651539,-0.000246274994390749,0.224108062098454,-0.0540093842110967,0.00538499899110207,0.0353946634297364,-0.00230569185034656,0.0296564620011188,-0.0320349136896788,0.0224851613789805,-0.044281034062545,0.0122427309978051,0.00636989816304162,0.016792357158534,0.0781712035627344,0.0296580001305241,1188.9061148804,"albistylum","Male"
"ORTBRU001",0.360169128991306,0.0563763570113827,0.00138677153189361,0.0619439673940903,-0.244627614241125,0.0770351950789217,-0.320491001680523,0.0639093939420395,-0.367274557257581,-0.00364481535667821,-0.309919647911664,-0.0413776659111707,-0.25472456494873,-0.0620288150278659,-0.13432488014569,-0.0962928697710553,-0.0214377149928631,-0.113499038574672,0.230192384399688,-0.0660236775075932,0.377387796724524,0.0264985509565747,0.1930173977234,0.00708254048348061,0.220828274244514,0.00398259944448731,0.222639008335641,-0.0489439079679444,0.00949628354225133,0.0379157158455615,-0.00115254496568156,0.027184645637019,-0.021980280012334,0.0201543232521335,-0.0272883460701674,0.00944097945977559,0.00105892832855831,0.0100895934886633,0.0870451784045842,0.0301969281228515,592.194182679972,"brunneum","Female"
"ORTBRU002",0.360598845356702,0.0503689117529549,-0.000136622078022196,0.0602391392110117,-0.254451013581368,0.0788677335615454,-0.329643326051992,0.0620515903717268,-0.367607988281767,-0.00837104564443395,-0.317340798923988,-0.0395426148144662,-0.233588479661167,-0.0655744009277534,-0.135226987673658,-0.0880406990695492,-0.0117522416346409,-0.106652842395374,0.232004383505033,-0.0672532594196923,0.371412742596526,0.0207199030766534,0.194185626671796,0.00735296186785968,0.21944619636936,0.00595773701816243,0.222623218187062,-0.0512265712894337,0.00839922563521532,0.0368326380765785,-0.0023759654126937,0.0275987663330904,-0.0216715034914034,0.0223293187817004,-0.028188777556827,0.0111127282827705,0.00955553123829191,0.0142713020542197,0.0837579347875417,0.0289587031724301,602.257710618968,"brunneum","Female"
"ORTBRU003",0.368501397257337,0.0487608582623797,-0.0035611312020729,0.0579360548609252,-0.266547251986818,0.0725827706682457,-0.323621691767985,0.060084290329759,-0.364125653411663,-0.0062010220722409,-0.306535518599051,-0.0376041718591944,-0.244468256414908,-0.0620544429559064,-0.127514627817872,-0.0871437989613997,-0.0145893381598616,-0.101406106695029,0.232022499438876,-0.0674875301195345,0.374847834658473,0.0176160390715295,0.193247810385199,0.00798280883478145,0.222636029866076,0.00485151697586161,0.224504692777034,-0.0473676574381224,0.000860480728328433,0.0366557543940143,-0.0061147522408459,0.026996262145299,-0.0231454642111625,0.0206360354076462,-0.0212306668538664,0.0107703860922186,0.0104960138021806,0.0155644052654303,0.074337593752602,0.0288275477933368,605.625750773528,"brunneum","Male"
"ORTBRU004",0.364317553114641,0.0478129167177267,-0.0121286899049023,0.0616238611881794,-0.273103885175084,0.0761932075462781,-0.333386218763901,0.0626766481959875,-0.367080717134345,-0.00316151416175084,-0.311777124204509,-0.0316730458174266,-0.211311558587287,-0.0640854977849646,-0.113017900267924,-0.0849621077370006,0.00363294909537045,-0.103096142895706,0.238062473319869,-0.0705926260690362,0.371881350911566,0.0153174375430062,0.196094356706238,0.00629433799416217,0.222338307709332,0.00646410235403387,0.227997426367866,-0.0564840485641176,-0.00303273402456378,0.0349141652589615,-0.0113898842559946,0.0285596427098845,-0.0297125795874854,0.0205671742887496,-0.0333239787611076,0.0105699821487251,0.00234984115989665,0.0139529311221848,0.0725910122823247,0.0291085759621228,602.790137610097,"brunneum","Male"
"ORTBRU005",0.361664643678545,0.0505980138987013,-0.00616257362757981,0.0560728124034537,-0.273990573232894,0.0794003848364962,-0.329189085224198,0.0696012847650706,-0.364715955294872,0.00251079014514029,-0.301468035489019,-0.0324971561445312,-0.228945112609154,-0.0624987338084503,-0.122531502383421,-0.0900004018974565,0.00460139949295275,-0.108566382173622,0.236823266611447,-0.0654499380938049,0.369021511145851,0.0238424654090186,0.197881230892836,0.00535291246798978,0.224168038390258,0.00339795029207062,0.23227615825552,-0.0468834976251277,0.00170262701859239,0.0331560084122926,-0.00587142581560232,0.0232382697488481,-0.0331826450744094,0.0175210004658366,-0.040194695281803,0.0059659237292658,0.00245903127597044,0.00963092309596715,0.0756536972709783,0.0256073700728411,578.190063906325,"brunneum","Male"
"ORTBRU006",0.359417423997427,0.0532326329264124,0.00127181511320779,0.0541803462758782,-0.254743365504632,0.0659835474501809,-0.328290993702679,0.0540310227196445,-0.371964140910879,-0.00364339106373431,-0.325301461185503,-0.0301324233669429,-0.234803309827892,-0.0588415883643126,-0.141194857110509,-0.0800984340932443,-0.00534219726319941,-0.0973252378101569,0.229022032806223,-0.0629965510928272,0.37242329327205,0.0215644924924275,0.197122889773754,0.00385065724074446,0.222173976014465,0.00352819203556263,0.223495695008452,-0.04774572588918,0.00877224027666842,0.0311076900970666,0.00017706370990489,0.0256012827169883,-0.0213319643395961,0.0184954940446487,-0.0271768943381799,0.00869312282226303,0.0135174988972184,0.0123318751443008,0.0827552553136989,0.0281829957142808,620.205248284792,"brunneum","Female"
"ORTBRU007",0.358732195875927,0.0354563860229575,-0.00225124879166949,0.0592530898590552,-0.265621455869779,0.0844785549347872,-0.331442771785862,0.0702234531726157,-0.363075174652628,0.000774662608806715,-0.300682435704706,-0.0448745881668122,-0.205409520878817,-0.0717136487607211,-0.101953371243431,-0.0879335804467255,0.0413536443679918,-0.0829976417049943,0.240199733944694,-0.0671663094288002,0.390444131824414,0.0108048749074347,0.203607174202556,-0.0048864141310237,0.230635234754963,-0.00366665944172944,0.23308782807349,-0.0460396148204849,-0.0127257124178082,0.0439063887925901,-0.0244400561914996,0.0321397219922007,-0.0608077944663842,0.0238350647418822,-0.0666535687916025,0.00621933636282387,-0.0290392289323613,0.0110054758714844,0.0660423966825118,0.0311814476346539,270.191043522912,"brunneum","Male"
"ORTBRU008",0.37351839063784,0.0348892449665972,0.00277007290773035,0.0459078030144566,-0.249300942680313,0.0662655313901648,-0.323960920234059,0.0550871499688747,-0.371887684971558,-0.00327125675830123,-0.31619681437949,-0.0377490967796362,-0.248657426593942,-0.06119179049508,-0.140163810766858,-0.0800478852614899,-0.0127977936134911,-0.0882334966677688,0.238796801474799,-0.0440643788906555,0.368417159152734,0.00766545647647005,0.196634908753644,0.0105804319586385,0.221834907298566,0.00679801437706202,0.230444977827734,-0.0282331274696689,0.00910585394714172,0.0314115082522373,0.00234459140988528,0.021353429536542,-0.0326243531157895,0.0127372762331191,-0.0339885792366333,0.0107081702560289,0.0103932996119084,0.0159326300348886,0.0753173625701505,0.0234543858575222,584.538022715375,"brunneum","Male"
"ORTBRU009",0.36512666431883,0.049380668758576,-0.00370476434377389,0.0560265015186453,-0.274474596129015,0.0733786395734782,-0.330811870948203,0.0594349286738881,-0.367128040315003,-0.00657959456123706,-0.309384814890989,-0.036432937278004,-0.228508953540483,-0.0612532870406369,-0.123874538392573,-0.0827109394571126,-0.0171587250472331,-0.0995214062549603,0.234501431825263,-0.0721651421334467,0.372102073197852,0.0212133926801086,0.193432723248444,0.0045782471470458,0.218495512651823,0.00457274567050201,0.225073635327573,-0.0526576778301892,0.00636592157720448,0.0348361227466926,-0.000741298355960126,0.0282476050645212,-0.0225766080735731,0.0198548169466999,-0.0283927978975859,0.00990778776473604,0.0201776417760228,0.0189407551871087,0.0714814040113801,0.0309487728235846,556.088976693478,"brunneum","Male"
"ORTBRU010",0.359749640052397,0.0500324076002581,-0.0019489865372776,0.0602641765149588,-0.266998440009728,0.0847041432979579,-0.32089499997619,0.0770405733930937,-0.376866334459984,0.00207947295627478,-0.319719057136957,-0.0412791439467866,-0.18806630803503,-0.0852030451072608,-0.134175313228881,-0.0952198549251492,-0.00863900693774153,-0.110190135332764,0.234310280635156,-0.0661741876413657,0.371061910279154,0.0145926041216533,0.201001558523685,0.00748966420499818,0.220139064573228,0.00650446834769816,0.226586199883036,-0.0476319469477499,0.00240976865352907,0.0397404827580068,-0.00519683878256915,0.0280373029293718,-0.0348539088293853,0.0192174867849039,-0.036943065647144,0.0112035949247786,0.00899191049415752,0.0146533914388853,0.0700519264865457,0.0301385446282376,811.257419072393,"brunneum","Male"
"ORTBRU011",0.364013319485847,0.0534998235964014,-0.0141511529813412,0.0567358700505889,-0.268440667414545,0.0764061727956854,-0.32410192280584,0.0639509975459409,-0.358972575200423,0.000926599829923425,-0.313888217629272,-0.032110965279613,-0.221627396236308,-0.0652690175342797,-0.128381818893072,-0.0857114972437851,0.000878913912396945,-0.10232700758967,0.238195712970977,-0.0677579863620564,0.371657654536331,0.0211526973355901,0.20355414736135,0.00328656569828595,0.228982806114072,0.0013190109565825,0.230276857250123,-0.0503856669958231,-0.00411352438172957,0.0325835089549104,-0.00948044992766408,0.025941016073655,-0.0275630044727676,0.0202824431235462,-0.0360333528165908,0.00770727244465518,0.00224826933745565,0.0122435842586105,0.0669464017910017,0.0275265783408506,422.50384613634,"brunneum","Male"
"ORTBRU012",0.360821944684942,0.059613063681299,0.00124194020349471,0.0581881733583993,-0.250185029958363,0.0805007364812426,-0.31689915515986,0.0681944867803883,-0.366376128185117,-0.0028736002262283,-0.315552048280952,-0.0384467604910116,-0.236238847276499,-0.0724093397863594,-0.14917235404959,-0.0960516547698487,-0.0304160675695106,-0.117330215151772,0.232804537511074,-0.0672758590748066,0.368777688326213,0.025833454972838,0.197785749179597,0.00936627441681509,0.218986761850993,0.00586711737556448,0.228255772069211,-0.0479753222721842,0.0129688828480246,0.0371783015756386,0.00322461951461583,0.0280950103773797,-0.023738881762061,0.0200524318671537,-0.0307412460985603,0.00652441662358034,0.0166550224205684,0.0142818826129369,0.0777968397317786,0.0286674016489759,605.860545010153,"brunneum","Female"
"ORTCAN001",0.359138843007251,0.0552196640584668,-0.00771200290467409,0.0555051620890218,-0.269808202894207,0.0720628510851109,-0.329350186121905,0.0631879415673314,-0.365690287036481,7.42825829609401e-06,-0.308518510411248,-0.0280285455056044,-0.215962014087062,-0.0629380114054101,-0.126376430856963,-0.0842789109294831,0.00915173820779443,-0.103491008012011,0.23372653977856,-0.0747396492039989,0.38465093208676,0.0227559983188692,0.193269133764733,0.00296150918749426,0.221889669652095,0.00212638131554769,0.227004679207892,-0.0536311578664821,-0.0040080631040848,0.0328949774245261,-0.00929582688334247,0.028387794945326,-0.0304085071338074,0.0216677954935316,-0.0379838547894251,0.00662622947032554,-0.000297568825974826,0.0140509774735576,0.07657991934409,0.0296525722355838,594.065568771663,"cancellatum","Female"
"ORTCAN002",0.358616480992858,0.0554666527489371,-0.00227777349092549,0.0565225131125129,-0.253934581651107,0.0783320823997923,-0.317542831379248,0.0647512150723326,-0.365406578624896,-0.00203054768372076,-0.308000869077011,-0.0392659804362225,-0.226897940693491,-0.066946133178541,-0.138544765902644,-0.0910603703309128,-0.0134394512300009,-0.105435900838105,0.233914404070637,-0.0677383578604125,0.380607910125187,0.0219572315742776,0.205235720901685,0.00334204218495052,0.229427275454279,0.00483492770818367,0.227916075118624,-0.0512969625722704,-0.00118737127460829,0.0338623098241441,-0.00609714327364525,0.0276431011518848,-0.0306016186753611,0.0211479116552168,-0.0427600102096465,0.01136784888538,-0.00091104982873744,0.0142653417817792,0.0718841186480509,0.0302810748007945,631.390766483008,"cancellatum","Female"
"ORTCAN003",0.357171503355317,0.0529921186994045,-0.0171811520465547,0.0607516343463477,-0.280566390910035,0.0791238076214971,-0.339463578922692,0.0696738075261042,-0.372166829047265,0.00346345552621473,-0.299597941392758,-0.0308060488714515,-0.175319110730325,-0.0737280717634403,-0.111784456816275,-0.0879376610053053,0.00502523289675531,-0.104412634902374,0.240173654631162,-0.07648535302729,0.379985761701574,0.0164444752619224,0.19905764076034,0.000201256896225661,0.226894045471086,-0.00148883817928258,0.229927784273981,-0.0587615718778924,-0.00681355552077824,0.0372353033242639,-0.0148153075362698,0.032412787745948,-0.0366104909916198,0.0226597509061891,-0.047919569597418,0.0108218388879324,-0.00519002811422185,0.0164189593847439,0.0691927885359995,0.031420983500242,547.325634334808,"cancellatum","Female"
"ORTCAN004",0.363069410758569,0.0495643387392104,-0.0103710258407394,0.0563939494286905,-0.275583821926155,0.0783440985895089,-0.3269244983993,0.0658037271728448,-0.367327743776405,-0.00462755753889586,-0.304891187894499,-0.0339531384831826,-0.207996924887549,-0.0648004157372924,-0.122750646996582,-0.079912456910488,0.0161360941356911,-0.10556169044018,0.24320012921959,-0.0714821787011489,0.376933917988973,0.0166724474205001,0.199790491607775,0.00459627477160399,0.218863292049876,0.00150536630644236,0.230412831047826,-0.0581439913539224,-0.00160373651610082,0.0376140428118102,-0.00915416935131826,0.0308987713269218,-0.0338584188743454,0.0219845713468191,-0.045424256178148,0.00983228654840106,-0.00165718053656867,0.0156562027803469,0.0591374443694112,0.0296153519220095,533.562133214118,"cancellatum","Male"
"ORTCAN005",0.368015448198775,0.0466886511290283,0.000471556230309909,0.0591787011401246,-0.269177478579058,0.0785308643803655,-0.315987799934478,0.0673783596225095,-0.368123869827365,-0.00439571634887547,-0.306264617726335,-0.0408065285212846,-0.226479102292268,-0.0685462764356578,-0.13516328189907,-0.0912304112196869,-0.0159208408167526,-0.108007720230741,0.233905417652269,-0.0626429113269916,0.366590756521172,0.0185680344187684,0.203115866966329,0.00827544576658711,0.226088284503432,0.00541565233488592,0.225707870663335,-0.0464384492551806,0.00495158703318478,0.0363971667564119,-0.00686661473284154,0.0257227310682179,-0.0313629756063746,0.0207659360040024,-0.035844301434059,0.0102810426529949,0.00333125124331575,0.0156179132267471,0.0790128438364794,0.0292475148377754,561.802011388354,"cancellatum","Male"
"ORTCAN006",0.345069114391561,0.0541686028911776,0.00532611836851011,0.0557126045605701,-0.274031282778432,0.0732980638798792,-0.318142096313664,0.0641487117331392,-0.369474592847408,-0.0111431640922654,-0.311580975748178,-0.0345108087803196,-0.252072125776785,-0.0523384310593839,-0.124045042246145,-0.0850021899849112,-0.00543815536212433,-0.103934976510414,0.239632345514776,-0.0670676887939148,0.365451148622521,0.0221045723706439,0.206993472529082,0.00304553081617602,0.228739236343861,0.00331967859917162,0.229682071903196,-0.0517948398527546,0.00913926086761672,0.0334262682775891,0.0014765511035547,0.0259225248083013,-0.0213509105126633,0.0185793871161089,-0.0310216526163499,0.0121035389493207,0.000349413008126895,0.0138005242366991,0.0752981015489455,0.0261620908351859,626.323478723255,"cancellatum","Male"
"ORTCAN007",0.359904262671728,0.0539619146177113,-0.00361975999382438,0.0484881049534931,-0.271641841502558,0.0659895242178474,-0.321775501517198,0.0562183337173014,-0.367257933295771,-0.00383293094465186,-0.316595371781552,-0.0285232222417767,-0.237581618468173,-0.0549126071960201,-0.127917401722536,-0.0752078464216653,-0.00491164814148401,-0.0940675472526008,0.239058430581133,-0.0649727342796939,0.372251052249837,0.0203898033657403,0.200473844324069,0.00226902492820483,0.222560317850745,0.00345657790366213,0.234003229919714,-0.0512349987728471,0.00158898161153284,0.029609099052768,-0.00548137414494663,0.0252731832150654,-0.0228353077943746,0.0206240973992891,-0.0219676256672941,0.00882080056058193,0.00262112409514215,0.0126612064981656,0.0691241407258101,0.0249902166794253,615.648398032513,"cancellatum","Male"
"ORTCAN008",0.352602181802706,0.0472687195212696,0.00289515056007267,0.0503392110060829,-0.277347723446092,0.0671682606819954,-0.327008096354419,0.0607806431160694,-0.374468301215725,-0.00721961700088685,-0.321256945765939,-0.0289978072658964,-0.22395697596079,-0.0620579915620354,-0.129853549403871,-0.0772405573977157,-0.00742327906030519,-0.0939914743368573,0.237740747613157,-0.0632156895669257,0.361305387641293,0.0192964132552487,0.204956303854764,0.00606212829822179,0.228721701398409,0.00278962053209656,0.229584285328497,-0.050647439004939,0.00970861347105694,0.0320672948114462,-0.000377540980395866,0.0265674944362071,-0.0176954716791311,0.0218413917500761,-0.025511444548577,0.0102560375872721,0.00473575637818773,0.0128684140659703,0.0726492003671032,0.0260649470732994,616.051783537715,"cancellatum","Male"
"ORTCAN009",0.360559888215849,0.0480434869325734,-0.00543208983010842,0.0547952336725699,-0.26797010511784,0.0715133689244831,-0.321761029770114,0.0643724200211904,-0.369092344854029,-0.00331150846758581,-0.310320603192244,-0.0297788497701365,-0.219319809632714,-0.0647725421899313,-0.129586159599047,-0.0812521425264177,-8.72109489495742e-05,-0.104400424814877,0.242677709174777,-0.0676249122436413,0.373778653657973,0.0230561077983352,0.197145490520953,0.0063495068173998,0.22251727006152,0.00271901081443449,0.235626607993742,-0.0542985056449299,-0.000734597063776181,0.0338284295626849,-0.00818176100369865,0.0277556241767487,-0.028267413805106,0.0213928142931627,-0.0389472047770011,0.00934645724648525,0.000533575899721063,0.0153119476509009,0.0668611340700956,0.0269544777465497,530.899142964085,"cancellatum","Male"
"ORTCAN010",0.367633136672641,0.0497437158563726,0.00129851163971132,0.0550910431455391,-0.272730496699962,0.0695804933409349,-0.324332091391852,0.0554728722950782,-0.36878046223632,0.00216548889442797,-0.30354420313477,-0.0336487418669069,-0.236478255486159,-0.0564565300499964,-0.124197508939265,-0.0811879065482517,-0.0111464375286372,-0.102139036286148,0.234561753068654,-0.0653503642737582,0.376581320330331,0.0235677549199686,0.195777345297218,0.00453352310560879,0.220895797481098,0.00424656317815592,0.226226716246209,-0.0479552120589527,0.0055514929008046,0.0330006298736904,-0.00140496326483578,0.0257321327862061,-0.0263661181201324,0.0189059337019825,-0.0336206979289723,0.00619205874326567,0.00223864195131226,0.0124194141434733,0.0718365191429245,0.0260861670993108,580.035645456381,"cancellatum","Female"
"ORTCAN011",0.370837616413655,0.0456593689399452,-0.000842953332697835,0.0694032972903421,-0.266364851187441,0.0820911105942291,-0.320821009731629,0.0677404757220926,-0.369456212514438,-0.0144559067521878,-0.299454130203756,-0.049660691290817,-0.237203538861804,-0.070472448667078,-0.116684282837384,-0.0944886162254644,-0.00173320853109656,-0.1036288619561,0.226520736805705,-0.0623450922882288,0.383982185966222,0.00709176877413258,0.200936824576622,0.00114665812870975,0.216560229235958,-0.0069155817614567,0.210195355194047,-0.0406140286258269,0.00279621157089456,0.0425559692723322,-0.00892368462420069,0.0330493876418872,-0.0326044394038827,0.0255055959067735,-0.0372540597583065,0.0152587752791822,0.00497161032724078,0.0222961701385054,0.0745416008962928,0.0307826498790295,444.897066746905,"cancellatum","Male"
