"","x01","y01","x02","y02","x03","y03","x04","y04","x05","y05","x06","y06","x07","y07","x08","y08","x09","y09","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","x21","y21","x22","y22","C_size","Species","Sex"
"ORTALB001",0.31481501533623,0.0702052782609176,0.0414061470032395,0.0605339667949172,-0.226911504110739,0.075529186157937,-0.281216933257753,0.0625964051860321,-0.324911252566456,0.0253195660527849,-0.328765264705872,0.0162223045380672,-0.268130714956226,-0.0293216756181911,-0.257475829929416,-0.0333008944430113,-0.0835395223759766,-0.0925207326992092,-0.0684636394863462,-0.0999826366265883,0.0558154096169505,-0.133334398561854,0.175342870168956,-0.1475045634362,0.337258133049945,0.0370875148024089,0.189486255754468,0.0111958327895825,0.24652958256303,0.0192089794531752,0.238449104875356,-0.00365418170393041,0.0427937828209697,0.0384883556980548,0.0343911449092648,0.0313196949322987,0.00419175771516686,0.0258778086434302,-0.0029015510659422,0.0154709617277746,0.042870719608945,0.019678505036657,0.118966289032206,0.0308847230149479,640.472836696026,"albistylum","Male"
"ORTALB002",0.330231031103623,0.0621034629099555,0.0513320651910785,0.0679664106519493,-0.215661473960762,0.0671207306505193,-0.276721365300424,0.0391663169076878,-0.327695946704639,0.0155065937731744,-0.331959159527344,0.00468813295481104,-0.280653313797865,-0.0343093849367973,-0.259748918475184,-0.0446387101372893,-0.0911415619120992,-0.0820285475132804,-0.0792377886410956,-0.0888086675747271,0.033557157662037,-0.114570331424122,0.138747058715487,-0.133126646417328,0.349814343319421,0.0272886455859999,0.190530770108528,0.0089168173336639,0.249151207155007,0.0149426601217573,0.239570714219101,-0.014591908006119,0.0539453151942619,0.0481870935589884,0.0424747695459421,0.0402189834053154,0.0108584520157282,0.0339519435241332,0.00227198208258601,0.0227555901195777,0.0551342415252735,0.024808548894651,0.115200420481338,0.0344522656174792,517.315140456429,"albistylum","Female"
"ORTALB005",0.312530058273864,0.0698234852951565,0.0566159884886811,0.0613133463176969,-0.217816642408069,0.0750574735080793,-0.280795089625039,0.0621590383366386,-0.329276838731496,0.0232820445443366,-0.3336707306797,0.0117667143393871,-0.279124082998758,-0.0354375264020618,-0.26574450258027,-0.0418645466028657,-0.088542527509621,-0.0943399664487319,-0.0809185384527388,-0.0985706647773135,0.0386357483806219,-0.131016360056906,0.155372189711087,-0.137984151899797,0.330658544145816,0.0378314363460246,0.187273933663369,0.0147398130548629,0.244154430653504,0.0220452880743615,0.233332121210253,-0.00284490088712742,0.0576453189718597,0.0398144629725571,0.0475773387521168,0.0324449717048318,0.021934322153517,0.0257440569680105,0.00975311170862785,0.0145634848829204,0.0586724104058634,0.0183143172146406,0.121733436466512,0.0331581835152992,513.672605318354,"albistylum","Female"
"ORTALB006",0.308522514952485,0.0629358563602449,0.0507374603607306,0.0548716023840835,-0.22075856639639,0.0776740363948452,-0.282238648127919,0.0672145116915543,-0.334573859998879,0.0263773782011807,-0.337247964523366,0.0158283424368438,-0.267175971057408,-0.0380802403880521,-0.256625191366041,-0.0407571613249362,-0.0905226606880934,-0.0940915703078493,-0.0831962739131436,-0.0979706615561317,0.0428925950751474,-0.134650274889391,0.179336204274912,-0.132207159411156,0.325635622727138,0.0347930448769359,0.192293487960822,0.0180807849977594,0.248198333877377,0.0198495497615631,0.235526954051213,0.00262773617453997,0.0536940540183288,0.0390766493638918,0.0435332569957358,0.0308766797758108,0.0196000173316855,0.0241467066929081,0.00638006519746816,0.0162705105025951,0.0515715949076115,0.0191832156372949,0.114416974340585,0.0279504626254642,650.225310600452,"albistylum","Male"
"ORTALB007",0.319709664835511,0.0651846522896617,0.0401160512606941,0.0537143646742271,-0.223297078102505,0.0620334429297531,-0.286741784624128,0.0523772782560533,-0.335950368972273,0.0160730495344704,-0.336932205247866,0.00936366940902457,-0.264178521075262,-0.0246491370351985,-0.258772790427208,-0.0290657574340008,-0.0860974174815287,-0.0712417285913466,-0.0788988452142429,-0.0771276214242636,0.0453774141899524,-0.114227566080542,0.176008384019016,-0.132517094868103,0.337859487262803,0.0323188930368538,0.196262982443149,0.0115428427725388,0.250385803665248,0.0153092324981664,0.241230335950604,-0.00872580735032824,0.0437150814875655,0.0342569300049311,0.0345600632764798,0.0267349990534465,0.0100354805262358,0.0242751816640216,0.0048002683448912,0.0105420610616932,0.0487818584087115,0.0165952118295599,0.122026135474153,0.0272329037693799,609.16768851218,"albistylum","Male"
"ORTALB008",0.320185754648456,0.0690233464559489,0.0435884609751968,0.0614872153571593,-0.233735423027305,0.0809333991780516,-0.287348370525047,0.0659722398212814,-0.330190295256959,0.0276740295115458,-0.329824674535771,0.0141824190112333,-0.264450680819177,-0.0312947924602708,-0.243940108356126,-0.0408608614603649,-0.0806392313774836,-0.0870498992751483,-0.066873048484292,-0.0967992046913513,0.0624102653690099,-0.1337821070115,0.180745033716471,-0.140685965517412,0.331410897033854,0.028824747647269,0.190105701037839,0.0114725840387637,0.247356496009779,0.0164073792624266,0.234508819756429,-0.00757118341979364,0.044141953147246,0.0412486473839771,0.0375780919267936,0.0343183969341655,-0.00270365764566682,0.026469762115324,-0.0123635092618289,0.00933221875531246,0.0447857593186548,0.0176384711077978,0.115251766349928,0.0330591572555851,296.560127277605,"albistylum","Male"
"ORTALB009",0.324650839058217,0.0784695568746009,0.0351762810025148,0.0661051680103122,-0.22719712625473,0.0794309954965689,-0.281355109652193,0.0665951124035575,-0.322048855013174,0.0280566120207387,-0.323570622693991,0.0178344491410821,-0.256101209746604,-0.033575000293673,-0.249715479116473,-0.0393458165445492,-0.0844739447417578,-0.0980640645548466,-0.0760734693822632,-0.103733428220963,0.0516171099512047,-0.142007262620076,0.170199299060019,-0.160438652436654,0.344769903148218,0.0409277923100396,0.181884391476226,0.0125535263963504,0.246430224004457,0.0198173930409929,0.235596770750199,-0.00708861716360154,0.0404291039771128,0.0420279815748702,0.028694132940149,0.0333313246151909,0.00653222422300214,0.0301943950844701,-0.00490277988891104,0.0154288260288261,0.047598986311455,0.0200702815448991,0.11185933058732,0.0334094272918646,494.254305172771,"albistylum","Male"
"ORTALB010",0.310417672849011,0.0747872369146312,0.0326149764205456,0.0640313557430682,-0.223647032147453,0.0888539559322077,-0.28275565827555,0.0766260794437615,-0.319042356704372,0.0333395718297971,-0.31887718229159,0.0240665713280006,-0.265929219479182,-0.0305117446889934,-0.258424996201452,-0.0340889654005548,-0.0736310370378974,-0.104697796624487,-0.0660706829782522,-0.111966579945052,0.0829238571971502,-0.153628666035797,0.212575617139769,-0.151233050407377,0.335201825907588,0.0363406800446396,0.176334852244394,0.0111486455098795,0.244777806589719,0.0161354293165164,0.234112731182007,-0.00815286738424141,0.0311946196958816,0.0417714413416187,0.0276467298226225,0.0324452758921423,-6.05222706075714e-05,0.0282096524804608,-0.0164702402952096,0.0149330429210657,0.0334609399077711,0.0195768635484752,0.103647298725106,0.0320138682402379,541.383161238625,"albistylum","Male"
"ORTALB011",0.323734052644126,0.064369045370351,0.0593075571773306,0.0537433939620354,-0.213627891828117,0.0573886625645057,-0.279986459784161,0.0461526970513686,-0.33113722101977,0.0217632410232945,-0.339391820628849,0.0101238492375074,-0.281191933793865,-0.0312246917078067,-0.26502425752165,-0.0380430602560736,-0.10081334824677,-0.0764867669889915,-0.0891770908355884,-0.0847501825658824,0.0269905565041298,-0.113562560899129,0.159624016419646,-0.119094173988404,0.332448582348684,0.0371549735675457,0.192445258143695,0.00938451705757385,0.247960052725255,0.0201317081154064,0.239829713127058,-0.00444596940103112,0.0584816471806731,0.0344887621949854,0.051190250219498,0.0291552346883656,0.014165902387162,0.0262846238426421,0.00766694280219103,0.0122225071548073,0.0600745660757792,0.0170035968286012,0.126430925903542,0.0282405931483292,470.984751731557,"albistylum","Female"
"ORTALB012",0.321781214438123,0.0625465136932228,0.0456449777680704,0.0484227332202046,-0.235783153725112,0.0536667093573005,-0.294219503504385,0.0423982646546748,-0.33810958022122,0.0155649840720507,-0.337612194415465,0.00848410650183439,-0.270797505973136,-0.0207410602668352,-0.257048378174483,-0.0252939591717196,-0.0808534632559329,-0.0601550362831872,-0.0717049424650897,-0.0666095599605891,0.0591980375124592,-0.108592816883896,0.16728633670168,-0.129296325461832,0.339443871552039,0.0251193644683035,0.192937066799668,0.0091566966245048,0.247931485656623,0.0130728502891688,0.236929112949173,-0.00981818818997399,0.0485041489637651,0.030461993539549,0.0431103708193664,0.0284884470080798,0.0103030471139951,0.0237769433446145,-0.00153457493220138,0.012667869378778,0.0525918189199726,0.0173142339271153,0.12200180747209,0.0293652361386307,1272.33428997828,"albistylum","Male"
