"","x01","y01","x02","y02","x03","y03","x04","y04","x05","y05","x06","y06","x07","y07","x08","y08","x09","y09","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","C_size","Species","Sex"
"ORTALB001",0.362875902077376,0.0467576475195232,0.00102452319435829,0.0632571127978793,-0.267915142790067,0.0761699957201889,-0.32292840506783,0.06245075358673,-0.362232526482256,-0.00754832642470739,-0.304849724662061,-0.035960231718936,-0.216023290255719,-0.0677378839425805,-0.130393146463758,-0.0848612196885607,-0.0241556664174434,-0.102601879347174,0.237724870352696,-0.0675803526582325,0.380671980556648,0.0199352010889801,0.203453761642074,0.0034099295652916,0.22045166734598,0.00370796979667278,0.229283515396705,-0.0523636812462751,0.00183199036309086,0.0361394338295166,-0.00651516919390782,0.027492953404087,-0.0365319122268171,0.0243467020791205,-0.044167779129998,0.0124442072457764,-0.00204033012439717,0.014822533371105,0.0804348818853246,0.0277191350215968,600.31087779583,"albistylum","Male"
"ORTALB002",0.358277181283037,0.0498379983542556,0.00841348676049622,0.0615341932134302,-0.248768604941291,0.080023621485594,-0.314334616164787,0.0677248573111923,-0.371454164366359,-0.0101743876724656,-0.31507308469769,-0.0424160931285352,-0.247127107699121,-0.0706706435009137,-0.136785053136544,-0.0907361311740006,-0.0148642645746383,-0.108746782223208,0.231971278577266,-0.0635905233207089,0.36824991404717,0.0209595430308353,0.202259589530525,0.00372219797848811,0.221562320794284,0.00585851909527374,0.22793781819165,-0.0481751900853169,0.0106175493303627,0.0364397389462578,-0.000868494239297754,0.0266563705976673,-0.0278931727267463,0.0244309558057817,-0.039357930735666,0.0127154045635533,0.00889384724006737,0.0170983714556674,0.0783435075272822,0.0275079792671525,517.914471703582,"albistylum","Female"
"ORTALB003",0.354868754209812,0.0499038491396998,0.0012408003548943,0.0585285027058577,-0.271610528092549,0.072737432145813,-0.328122138834362,0.0607188824599454,-0.375743112084243,-5.37481369822452e-05,-0.307259371616662,-0.0355288664020425,-0.217052774936727,-0.0622263372115594,-0.123776271966264,-0.0786567941974385,-0.0158738309034544,-0.100002034539198,0.240341668436314,-0.068593874003138,0.371437237283921,0.0223097439908112,0.198751698526133,0.00302709662504902,0.224231828732806,0.00249957460187234,0.230340308783752,-0.0527842894183245,0.00599561447495392,0.0333789279313669,0.000119894526526685,0.0255890806761006,-0.031858150831664,0.0198766596511506,-0.0423849193373418,0.0102049989360402,0.00576576266302344,0.0116287667483554,0.08058753061113,0.0274424282966207,597.934569999093,"albistylum","Male"
"ORTALB004",0.359285054113597,0.0506284583457475,0.0050893219411995,0.058159595830262,-0.252824641242074,0.0748804932279416,-0.317595390944683,0.0604298563822083,-0.364789496978571,-0.00815831130832297,-0.316394299533483,-0.0386806445331272,-0.235223920504716,-0.0660749646172967,-0.142744712517864,-0.0820518829508417,-0.027146281237442,-0.102020767548732,0.236109548287537,-0.0665518769057488,0.368365423956147,0.0204871880953909,0.206336637217413,0.00708908444430148,0.227214489316318,0.00494725495643987,0.232297727984819,-0.0483125328346483,0.00743790138540585,0.0335788250714961,-0.000169648147598554,0.0266506638242149,-0.032742857757183,0.0214727030326315,-0.0399590325947342,0.0104489195396384,0.00714910325803061,0.014946319920479,0.0803050739978814,0.0281316180279648,486.28834039076,"albistylum","Female"
"ORTALB005",0.346044049627799,0.0491506991002703,0.0109833717179147,0.0626736615510901,-0.266660190108429,0.0785275418166642,-0.327608234458031,0.0661446038555403,-0.37680148835685,-0.00514526719504694,-0.322064138318771,-0.0371756406330643,-0.225592870468238,-0.0740098152598942,-0.133455296153702,-0.0898557565263977,-0.0116728607739693,-0.107590238722134,0.23528098644581,-0.0682404817069364,0.363108275690574,0.0231995788358997,0.19616949337025,0.00668070654712585,0.220350125071167,0.00084507857026524,0.22343840204263,-0.051833349999327,0.0145640692042435,0.0369736188300909,0.00566199572901658,0.0297144236600421,-0.0194004373814849,0.0240989719707445,-0.0310960636998228,0.0114957244727036,0.0141951890899463,0.0167413877378218,0.0845556217299469,0.0276045530945419,469.128127487577,"albistylum","Female"
"ORTALB006",0.345365349088435,0.0446932946323294,0.00670425905259571,0.0508113420616954,-0.256797555846707,0.0807342029892605,-0.32067324587076,0.0704781700138008,-0.375916243855108,-0.00390630361040264,-0.314515454986058,-0.0410815147056663,-0.232864019418396,-0.0682958218216866,-0.14244131084427,-0.0873760751767731,-0.00349779907659885,-0.10538443937286,0.245486275926106,-0.0553472249452,0.358810360660356,0.0132529401162576,0.208241451346949,0.00923836565378869,0.228949110891405,0.00584286589821111,0.236569273966247,-0.0416566770660683,0.00658877684638369,0.0306295706920288,-0.00382157077602402,0.0222388785003384,-0.0302846536378192,0.0196667224700976,-0.0412195781457136,0.0145462841948777,0.00541692702330132,0.0169959327736332,0.0798996476556769,0.0239194867023381,603.459484969786,"albistylum","Male"
"ORTALB007",0.353976459238574,0.0489272159596922,-0.00937605857820137,0.0481516284033442,-0.281504171032546,0.0525954545763886,-0.34161939843332,0.0416683942678159,-0.374971785400402,-0.0010841716849188,-0.303380985284814,-0.0178308554663797,-0.217209952502242,-0.0412038625943924,-0.114050339029266,-0.0569280666609649,-0.00713213214920816,-0.0790745395463199,0.246804088816014,-0.0702855856258507,0.37403274280111,0.0176389283426105,0.20296465677383,-0.00125857433020613,0.226910191670827,0.00175366542838024,0.237568122792489,-0.0541792779471307,-0.00220578677190209,0.0244442844714254,-0.0130207069705698,0.0246300058484542,-0.0319104936252612,0.0202185821597253,-0.0394886160692181,0.00732041217572162,0.00194613288772921,0.00969513945369237,0.091668030866378,0.0248012227689127,540.447037183108,"albistylum","Male"
"ORTALB008",0.354485228189505,0.0540098193706159,0.00287044483263581,0.064978511542736,-0.263974378521422,0.0865919309444695,-0.328028435866248,0.0708070897282723,-0.374935275591782,-0.000961385219922949,-0.315807818679028,-0.0440812548791836,-0.214698293533573,-0.0743500543128874,-0.124863656461935,-0.0927648618764984,0.000739860845297865,-0.115530741154269,0.240238291425271,-0.0728134877903661,0.362773433900331,0.0144544192428046,0.193536642719347,0.0047293573565808,0.217744286544185,0.000661655497722396,0.229240695820785,-0.0493961337559914,0.00687195968353455,0.0394157776838015,-0.00497898554925125,0.0281341680117941,-0.0340384409945334,0.0230613515859351,-0.031900611524582,0.0160620004186818,0.00979951077084796,0.0173520301794353,0.0749255419906125,0.0296398074262697,273.420372320718,"albistylum","Male"
"ORTALB009",0.370702656004162,0.0557299423376183,-0.0138931847924514,0.0748089624176449,-0.269622663592568,0.0842995317518564,-0.321794011880202,0.069512440858804,-0.348374025292272,-0.00291333414996563,-0.297693294165788,-0.0401302472452447,-0.207981500689133,-0.0743855720678396,-0.12141669244208,-0.0966898483908214,-0.0175153223252899,-0.12128635719146,0.239614978805737,-0.084164508425087,0.392120747267423,0.0230551849575544,0.190437599993397,0.00504831130935589,0.21642326609726,0.00160599261396884,0.224596892804167,-0.0645490171462577,-0.00547633820483185,0.0411648570088415,-0.00880977596612566,0.0314377734779608,-0.040241190107179,0.0294934370125914,-0.0457843113779731,0.013287701281768,-0.0002289870287239,0.0194507650453059,0.0649351568924695,0.0352239845434053,413.423148843893,"albistylum","Male"
"ORTALB011",0.356541758164118,0.0504496438794281,0.00866872476681159,0.054962645501225,-0.249525395545509,0.0684758601521489,-0.314793131073867,0.0563370910796977,-0.376305358758381,-0.00674061481675161,-0.326219206549635,-0.0362649851251933,-0.214696081188872,-0.0664162178044872,-0.150308862927004,-0.0781093995610698,-0.0443681478921358,-0.0955640796068247,0.242211210774989,-0.0639798295948586,0.366749286662314,0.0200635663046534,0.20510964004174,0.00663098177805328,0.229503846943337,0.00349739041391153,0.235428638081224,-0.0468635192101017,0.00939314097092839,0.0339169914318251,0.00226021492486535,0.0250016343781951,-0.0298213073326686,0.0214253694123161,-0.0336053809024457,0.00866169914072697,0.00676010062428837,0.0167220793953848,0.0770163102159018,0.0277936928517217,438.628259463523,"albistylum","Female"
